,Unnamed: 0,Student ID,student_name,gender,grade,school_name,reading_score,math_score,cat_read,cat_math
5297,5297,5297,Jaime Kane,M,11th,Figueroa High School,91,88,aprobado,aprobado
5298,5298,5298,Ronald Torres Jr.,M,12th,Figueroa High School,85,78,aprobado,aprobado
5299,5299,5299,Andrew Flynn,M,11th,Figueroa High School,80,83,aprobado,aprobado
5300,5300,5300,Shawn Ramsey,M,11th,Figueroa High School,91,81,aprobado,aprobado
5301,5301,5301,Michael Garcia,M,11th,Figueroa High School,68,85,reprobado,aprobado
5302,5302,5302,Robert Walters,M,12th,Figueroa High School,96,84,aprobado,aprobado
5303,5303,5303,Erin Johnson,F,10th,Figueroa High School,63,76,reprobado,aprobado
5304,5304,5304,Tiffany Hayes,F,11th,Figueroa High School,75,98,aprobado,aprobado
5305,5305,5305,Timothy Wolfe,M,11th,Figueroa High School,82,96,aprobado,aprobado
5306,5306,5306,Ashley Moore,F,9th,Figueroa High School,80,97,aprobado,aprobado
5307,5307,5307,Brittany Brown,F,11th,Figueroa High School,74,82,aprobado,aprobado
5308,5308,5308,Karen Watson,F,9th,Figueroa High School,80,80,aprobado,aprobado
5309,5309,5309,Jessica Greene,F,9th,Figueroa High School,69,67,reprobado,reprobado
5310,5310,5310,Denise Weiss,F,11th,Figueroa High School,66,95,reprobado,aprobado
5311,5311,5311,Brandon Moore,M,12th,Figueroa High School,66,90,reprobado,aprobado
5312,5312,5312,Briana Mitchell,F,11th,Figueroa High School,77,87,aprobado,aprobado
5313,5313,5313,Amanda Li,F,11th,Figueroa High School,70,82,aprobado,aprobado
5314,5314,5314,Paul Swanson,M,11th,Figueroa High School,77,77,aprobado,aprobado
5315,5315,5315,Susan Clark,F,10th,Figueroa High School,66,95,reprobado,aprobado
5316,5316,5316,Morgan Cobb,F,10th,Figueroa High School,85,95,aprobado,aprobado
5317,5317,5317,John Vance,M,11th,Figueroa High School,68,71,reprobado,aprobado
5318,5318,5318,Eric Jones,M,9th,Figueroa High School,64,64,reprobado,reprobado
5319,5319,5319,Anthony Beard,M,9th,Figueroa High School,96,63,aprobado,reprobado
5320,5320,5320,Tyler Brown,M,12th,Figueroa High School,68,97,reprobado,aprobado
5321,5321,5321,Daniel Moss,M,10th,Figueroa High School,76,68,aprobado,reprobado
5322,5322,5322,John West,M,10th,Figueroa High School,94,82,aprobado,aprobado
5323,5323,5323,Amanda Rios,F,10th,Figueroa High School,99,58,aprobado,reprobado
5324,5324,5324,Emily Evans,F,9th,Figueroa High School,98,63,aprobado,reprobado
5325,5325,5325,Jessica Hardy,F,10th,Figueroa High School,94,74,aprobado,aprobado
5326,5326,5326,Marc Rosales,M,12th,Figueroa High School,78,63,aprobado,reprobado
5327,5327,5327,Leslie Grimes,F,10th,Figueroa High School,69,86,reprobado,aprobado
5328,5328,5328,Dorothy Hansen,F,9th,Figueroa High School,95,58,aprobado,reprobado
5329,5329,5329,Sherri Murphy,F,9th,Figueroa High School,74,74,aprobado,aprobado
5330,5330,5330,Kristin Kelly,F,11th,Figueroa High School,74,63,aprobado,reprobado
5331,5331,5331,Stephanie Dunlap,F,10th,Figueroa High School,88,93,aprobado,aprobado
5332,5332,5332,Margaret Burgess,F,9th,Figueroa High School,78,68,aprobado,reprobado
5333,5333,5333,Christina Wilson,F,11th,Figueroa High School,88,63,aprobado,reprobado
5334,5334,5334,Anna Nguyen,F,11th,Figueroa High School,88,61,aprobado,reprobado
5335,5335,5335,Christopher Murray,M,9th,Figueroa High School,65,64,reprobado,reprobado
5336,5336,5336,Christopher Garcia,M,10th,Figueroa High School,97,57,aprobado,reprobado
5337,5337,5337,Michael Wood,M,9th,Figueroa High School,92,99,aprobado,aprobado
5338,5338,5338,Seth Howard,M,10th,Figueroa High School,86,94,aprobado,aprobado
5339,5339,5339,Robert Neal,M,9th,Figueroa High School,91,88,aprobado,aprobado
5340,5340,5340,Douglas Rangel,M,11th,Figueroa High School,91,67,aprobado,reprobado
5341,5341,5341,Emma Wright,F,11th,Figueroa High School,71,69,aprobado,reprobado
5342,5342,5342,Oscar Bautista,M,10th,Figueroa High School,98,56,aprobado,reprobado
5343,5343,5343,Margaret Garner,F,10th,Figueroa High School,85,95,aprobado,aprobado
5344,5344,5344,Brent Pearson,M,10th,Figueroa High School,75,91,aprobado,aprobado
5345,5345,5345,John Hudson,M,12th,Figueroa High School,69,87,reprobado,aprobado
5346,5346,5346,Gregory Thompson,M,11th,Figueroa High School,74,68,aprobado,reprobado
5347,5347,5347,Ralph Kelly,M,9th,Figueroa High School,93,55,aprobado,reprobado
5348,5348,5348,Sarah Scott,F,9th,Figueroa High School,87,94,aprobado,aprobado
5349,5349,5349,Heather Turner,F,11th,Figueroa High School,63,94,reprobado,aprobado
5350,5350,5350,Roy Page,M,11th,Figueroa High School,99,85,aprobado,aprobado
5351,5351,5351,Courtney Boyer,F,10th,Figueroa High School,92,73,aprobado,aprobado
5352,5352,5352,Sarah Camacho,F,11th,Figueroa High School,63,58,reprobado,reprobado
5353,5353,5353,Ellen Mcgee,F,12th,Figueroa High School,81,82,aprobado,aprobado
5354,5354,5354,Maurice Lee,M,11th,Figueroa High School,79,82,aprobado,aprobado
5355,5355,5355,Glenn Wood,M,10th,Figueroa High School,77,66,aprobado,reprobado
5356,5356,5356,Donald Becker,M,12th,Figueroa High School,85,85,aprobado,aprobado
5357,5357,5357,Michelle Roach,F,11th,Figueroa High School,71,92,aprobado,aprobado
5358,5358,5358,Dawn Hill,F,11th,Figueroa High School,67,94,reprobado,aprobado
5359,5359,5359,Ashley Stewart,F,12th,Figueroa High School,99,98,aprobado,aprobado
5360,5360,5360,Rebecca Ellis,F,12th,Figueroa High School,72,83,aprobado,aprobado
5361,5361,5361,Leroy Mayo,M,12th,Figueroa High School,94,90,aprobado,aprobado
5362,5362,5362,Cynthia Franklin,F,12th,Figueroa High School,87,80,aprobado,aprobado
5363,5363,5363,Max Gregory,M,12th,Figueroa High School,98,87,aprobado,aprobado
5364,5364,5364,Lance Moss,M,9th,Figueroa High School,82,57,aprobado,reprobado
5365,5365,5365,Franklin Schwartz,M,9th,Figueroa High School,81,75,aprobado,aprobado
5366,5366,5366,Carmen Johnson,F,12th,Figueroa High School,91,96,aprobado,aprobado
5367,5367,5367,Angela Wolf,F,12th,Figueroa High School,81,89,aprobado,aprobado
5368,5368,5368,Monica Brown,F,11th,Figueroa High School,91,74,aprobado,aprobado
5369,5369,5369,Juan Griffith,M,9th,Figueroa High School,94,59,aprobado,reprobado
5370,5370,5370,Javier Francis,M,12th,Figueroa High School,64,63,reprobado,reprobado
5371,5371,5371,Jeffrey Rubio,M,12th,Figueroa High School,69,55,reprobado,reprobado
5372,5372,5372,Samantha Kim,F,10th,Figueroa High School,90,82,aprobado,aprobado
5373,5373,5373,Drew Anderson,M,9th,Figueroa High School,99,65,aprobado,reprobado
5374,5374,5374,Ryan Simpson,M,11th,Figueroa High School,79,57,aprobado,reprobado
5375,5375,5375,Raymond Torres,M,11th,Figueroa High School,80,98,aprobado,aprobado
5376,5376,5376,Alexis Dominguez,F,12th,Figueroa High School,87,61,aprobado,reprobado
5377,5377,5377,Jerry Fuentes,M,10th,Figueroa High School,78,75,aprobado,aprobado
5378,5378,5378,Debra Johnson,F,10th,Figueroa High School,86,60,aprobado,reprobado
5379,5379,5379,Jennifer Anderson,F,9th,Figueroa High School,80,89,aprobado,aprobado
5380,5380,5380,Eric Giles,M,9th,Figueroa High School,96,86,aprobado,aprobado
5381,5381,5381,Colleen Johnson,F,9th,Figueroa High School,79,78,aprobado,aprobado
5382,5382,5382,Allison Washington,F,10th,Figueroa High School,93,71,aprobado,aprobado
5383,5383,5383,Felicia Gamble,F,10th,Figueroa High School,83,62,aprobado,reprobado
5384,5384,5384,Stephanie Vaughn,F,9th,Figueroa High School,73,83,aprobado,aprobado
5385,5385,5385,James Warner,M,10th,Figueroa High School,73,87,aprobado,aprobado
5386,5386,5386,Amanda Gill,F,10th,Figueroa High School,64,98,reprobado,aprobado
5387,5387,5387,Debra Barrett,F,10th,Figueroa High School,67,77,reprobado,aprobado
5388,5388,5388,Valerie Stone,F,10th,Figueroa High School,65,81,reprobado,aprobado
5389,5389,5389,Shawn Harris,M,9th,Figueroa High School,70,70,aprobado,aprobado
5390,5390,5390,Candace Garcia,F,12th,Figueroa High School,74,95,aprobado,aprobado
5391,5391,5391,Michael Thomas,M,12th,Figueroa High School,66,55,reprobado,reprobado
5392,5392,5392,Daniel Gilbert,M,10th,Figueroa High School,67,61,reprobado,reprobado
5393,5393,5393,Brandy Hoffman,F,12th,Figueroa High School,92,60,aprobado,reprobado
5394,5394,5394,Bryan Lopez,M,10th,Figueroa High School,93,77,aprobado,aprobado
5395,5395,5395,Clayton Coleman,M,9th,Figueroa High School,93,80,aprobado,aprobado
5396,5396,5396,Nicholas Jones,M,11th,Figueroa High School,78,95,aprobado,aprobado
5397,5397,5397,Joseph Maxwell,M,12th,Figueroa High School,69,96,reprobado,aprobado
5398,5398,5398,Sierra Smith,F,9th,Figueroa High School,86,97,aprobado,aprobado
5399,5399,5399,Penny Johnston,F,10th,Figueroa High School,78,91,aprobado,aprobado
5400,5400,5400,Jessica Reed,F,10th,Figueroa High School,99,57,aprobado,reprobado
5401,5401,5401,James Mason,M,10th,Figueroa High School,87,57,aprobado,reprobado
5402,5402,5402,Gregory Lester,M,12th,Figueroa High School,92,65,aprobado,reprobado
5403,5403,5403,Dana Wood,F,11th,Figueroa High School,67,88,reprobado,aprobado
5404,5404,5404,Jonathan Gibson,M,11th,Figueroa High School,69,79,reprobado,aprobado
5405,5405,5405,Fred Turner,M,9th,Figueroa High School,80,59,aprobado,reprobado
5406,5406,5406,Tyler Harrison,M,10th,Figueroa High School,97,94,aprobado,aprobado
5407,5407,5407,Kevin Jackson,M,11th,Figueroa High School,92,99,aprobado,aprobado
5408,5408,5408,Teresa Morgan,F,12th,Figueroa High School,86,64,aprobado,reprobado
5409,5409,5409,Jonathan Collier,M,12th,Figueroa High School,67,56,reprobado,reprobado
5410,5410,5410,Ian Thompson,M,9th,Figueroa High School,80,92,aprobado,aprobado
5411,5411,5411,Alexandra Rodriguez,F,11th,Figueroa High School,99,55,aprobado,reprobado
5412,5412,5412,Valerie Jacobs,F,10th,Figueroa High School,63,77,reprobado,aprobado
5413,5413,5413,Jeff Warren,M,11th,Figueroa High School,95,88,aprobado,aprobado
5414,5414,5414,Emily Andrews,F,11th,Figueroa High School,98,69,aprobado,reprobado
5415,5415,5415,Jessica Gonzalez,F,9th,Figueroa High School,82,57,aprobado,reprobado
5416,5416,5416,Cassandra Perez,F,10th,Figueroa High School,84,77,aprobado,aprobado
5417,5417,5417,Ryan Lee,M,11th,Figueroa High School,93,81,aprobado,aprobado
5418,5418,5418,Sabrina Navarro,F,11th,Figueroa High School,71,61,aprobado,reprobado
5419,5419,5419,Debbie Campbell,F,9th,Figueroa High School,95,83,aprobado,aprobado
5420,5420,5420,Janet Martin,F,9th,Figueroa High School,91,67,aprobado,reprobado
5421,5421,5421,Heather Allen,F,10th,Figueroa High School,92,61,aprobado,reprobado
5422,5422,5422,Melissa Beck,F,12th,Figueroa High School,96,70,aprobado,aprobado
5423,5423,5423,Shelby Boyer,F,9th,Figueroa High School,79,62,aprobado,reprobado
5424,5424,5424,Katrina Dalton,F,12th,Figueroa High School,95,57,aprobado,reprobado
5425,5425,5425,Samantha Ewing,F,12th,Figueroa High School,93,65,aprobado,reprobado
5426,5426,5426,Angela Murray,F,11th,Figueroa High School,87,57,aprobado,reprobado
5427,5427,5427,Lisa Smith,F,9th,Figueroa High School,90,64,aprobado,reprobado
5428,5428,5428,James Khan,M,10th,Figueroa High School,70,85,aprobado,aprobado
5429,5429,5429,Diana Martinez,F,12th,Figueroa High School,83,97,aprobado,aprobado
5430,5430,5430,Richard Williams,M,9th,Figueroa High School,81,56,aprobado,reprobado
5431,5431,5431,Terri Smith,F,12th,Figueroa High School,78,79,aprobado,aprobado
5432,5432,5432,Olivia Rogers,F,12th,Figueroa High School,67,66,reprobado,reprobado
5433,5433,5433,Kelly Smith,F,9th,Figueroa High School,99,88,aprobado,aprobado
5434,5434,5434,Raymond Reed,M,9th,Figueroa High School,73,67,aprobado,reprobado
5435,5435,5435,Nicholas Ray,M,11th,Figueroa High School,87,56,aprobado,reprobado
5436,5436,5436,Karen Willis,F,9th,Figueroa High School,64,94,reprobado,aprobado
5437,5437,5437,Aaron Kelly,M,9th,Figueroa High School,82,85,aprobado,aprobado
5438,5438,5438,Jenna Jones,F,9th,Figueroa High School,90,73,aprobado,aprobado
5439,5439,5439,Linda Kelly,F,10th,Figueroa High School,66,67,reprobado,reprobado
5440,5440,5440,Danielle Hernandez,F,9th,Figueroa High School,94,87,aprobado,aprobado
5441,5441,5441,Joshua Phillips,M,10th,Figueroa High School,80,62,aprobado,reprobado
5442,5442,5442,Sheila Frank,F,9th,Figueroa High School,63,68,reprobado,reprobado
5443,5443,5443,Gary Martinez,M,10th,Figueroa High School,91,55,aprobado,reprobado
5444,5444,5444,Andrew Erickson,M,12th,Figueroa High School,78,58,aprobado,reprobado
5445,5445,5445,Mark Bell,M,11th,Figueroa High School,73,69,aprobado,reprobado
5446,5446,5446,Cindy Martinez,F,11th,Figueroa High School,90,70,aprobado,aprobado
5447,5447,5447,Bernard Farrell,M,12th,Figueroa High School,77,83,aprobado,aprobado
5448,5448,5448,Brian Wilson,M,10th,Figueroa High School,81,75,aprobado,aprobado
5449,5449,5449,Louis Johnston,M,12th,Figueroa High School,64,94,reprobado,aprobado
5450,5450,5450,Michael Baker,M,9th,Figueroa High School,97,89,aprobado,aprobado
5451,5451,5451,Robert Taylor,M,11th,Figueroa High School,73,79,aprobado,aprobado
5452,5452,5452,Timothy Koch,M,9th,Figueroa High School,72,91,aprobado,aprobado
5453,5453,5453,Angela Fields,F,9th,Figueroa High School,66,55,reprobado,reprobado
5454,5454,5454,Amy Green,F,10th,Figueroa High School,98,61,aprobado,reprobado
5455,5455,5455,Erik Martin,M,11th,Figueroa High School,85,66,aprobado,reprobado
5456,5456,5456,Anthony Curry,M,12th,Figueroa High School,68,57,reprobado,reprobado
5457,5457,5457,Paul Jones,M,10th,Figueroa High School,69,70,reprobado,aprobado
5458,5458,5458,Shawn Robinson,M,11th,Figueroa High School,82,71,aprobado,aprobado
5459,5459,5459,Jimmy Foley,M,10th,Figueroa High School,93,94,aprobado,aprobado
5460,5460,5460,Jerry Baker,M,11th,Figueroa High School,83,61,aprobado,reprobado
5461,5461,5461,Karina Allen,F,10th,Figueroa High School,67,93,reprobado,aprobado
5462,5462,5462,Stephanie Hurst,F,9th,Figueroa High School,89,83,aprobado,aprobado
5463,5463,5463,Justin Mitchell,M,10th,Figueroa High School,94,81,aprobado,aprobado
5464,5464,5464,Kimberly Hansen,F,9th,Figueroa High School,75,58,aprobado,reprobado
5465,5465,5465,Jorge Ramirez,M,12th,Figueroa High School,73,85,aprobado,aprobado
5466,5466,5466,Joshua Moreno,M,11th,Figueroa High School,66,70,reprobado,aprobado
5467,5467,5467,Alexis Hubbard,F,9th,Figueroa High School,70,80,aprobado,aprobado
5468,5468,5468,Paul Larson,M,10th,Figueroa High School,77,56,aprobado,reprobado
5469,5469,5469,Laura Cobb,F,10th,Figueroa High School,72,67,aprobado,reprobado
5470,5470,5470,Shirley Wagner,F,12th,Figueroa High School,76,80,aprobado,aprobado
5471,5471,5471,Christina Valenzuela,F,12th,Figueroa High School,78,98,aprobado,aprobado
5472,5472,5472,Grace Taylor,F,9th,Figueroa High School,73,84,aprobado,aprobado
5473,5473,5473,Nancy Wolfe,F,12th,Figueroa High School,65,68,reprobado,reprobado
5474,5474,5474,Cassandra Schmidt,F,9th,Figueroa High School,95,63,aprobado,reprobado
5475,5475,5475,James Bowman,M,12th,Figueroa High School,92,67,aprobado,reprobado
5476,5476,5476,John Hill,M,12th,Figueroa High School,88,83,aprobado,aprobado
5477,5477,5477,Johnny Russell,M,9th,Figueroa High School,92,74,aprobado,aprobado
5478,5478,5478,David Estes,M,11th,Figueroa High School,73,58,aprobado,reprobado
5479,5479,5479,Julia Lewis,F,11th,Figueroa High School,95,72,aprobado,aprobado
5480,5480,5480,David Burnett,M,12th,Figueroa High School,67,64,reprobado,reprobado
5481,5481,5481,Kim Phillips,F,11th,Figueroa High School,88,55,aprobado,reprobado
5482,5482,5482,Cameron Thornton,M,9th,Figueroa High School,95,72,aprobado,aprobado
5483,5483,5483,Jeffrey Elliott,M,9th,Figueroa High School,79,93,aprobado,aprobado
5484,5484,5484,Tiffany Huber,F,12th,Figueroa High School,77,98,aprobado,aprobado
5485,5485,5485,Audrey Berry,F,10th,Figueroa High School,87,95,aprobado,aprobado
5486,5486,5486,Kevin Stevens,M,9th,Figueroa High School,91,81,aprobado,aprobado
5487,5487,5487,Matthew Le,M,9th,Figueroa High School,92,92,aprobado,aprobado
5488,5488,5488,Ronald Guerra,M,9th,Figueroa High School,96,79,aprobado,aprobado
5489,5489,5489,Jonathan Miller,M,9th,Figueroa High School,94,91,aprobado,aprobado
5490,5490,5490,Brian Vasquez,M,11th,Figueroa High School,77,80,aprobado,aprobado
5491,5491,5491,Penny Franco,F,9th,Figueroa High School,89,73,aprobado,aprobado
5492,5492,5492,Lori Gray,F,11th,Figueroa High School,79,78,aprobado,aprobado
5493,5493,5493,Jennifer Hawkins,F,10th,Figueroa High School,92,89,aprobado,aprobado
5494,5494,5494,Patricia Wilson,F,11th,Figueroa High School,71,63,aprobado,reprobado
5495,5495,5495,April Newman,F,9th,Figueroa High School,73,61,aprobado,reprobado
5496,5496,5496,Ryan Taylor,M,12th,Figueroa High School,91,91,aprobado,aprobado
5497,5497,5497,Joshua Patterson,M,12th,Figueroa High School,67,79,reprobado,aprobado
5498,5498,5498,Tommy Michael,M,9th,Figueroa High School,97,72,aprobado,aprobado
5499,5499,5499,Christopher Sharp,M,12th,Figueroa High School,98,57,aprobado,reprobado
5500,5500,5500,Christina Whitney,F,11th,Figueroa High School,75,67,aprobado,reprobado
5501,5501,5501,Stacey Walker,F,10th,Figueroa High School,66,64,reprobado,reprobado
5502,5502,5502,Bobby Fox,M,11th,Figueroa High School,66,97,reprobado,aprobado
5503,5503,5503,Donald Flynn,M,11th,Figueroa High School,71,84,aprobado,aprobado
5504,5504,5504,Michael Chan,M,12th,Figueroa High School,68,81,reprobado,aprobado
5505,5505,5505,Erin Porter,F,12th,Figueroa High School,68,80,reprobado,aprobado
5506,5506,5506,Michael Woodard,M,11th,Figueroa High School,67,78,reprobado,aprobado
5507,5507,5507,Kathleen Tapia,F,11th,Figueroa High School,87,82,aprobado,aprobado
5508,5508,5508,Kevin Cox,M,11th,Figueroa High School,99,94,aprobado,aprobado
5509,5509,5509,Michelle Smith,F,12th,Figueroa High School,83,58,aprobado,reprobado
5510,5510,5510,Michael Brady,M,9th,Figueroa High School,91,89,aprobado,aprobado
5511,5511,5511,Emily Ford,F,9th,Figueroa High School,70,93,aprobado,aprobado
5512,5512,5512,Lisa Cain,F,11th,Figueroa High School,92,62,aprobado,reprobado
5513,5513,5513,Carol Mason,F,11th,Figueroa High School,95,81,aprobado,aprobado
5514,5514,5514,Melissa Graham,F,10th,Figueroa High School,99,67,aprobado,reprobado
5515,5515,5515,Vanessa Haley,F,9th,Figueroa High School,90,81,aprobado,aprobado
5516,5516,5516,Jessica Becker,F,10th,Figueroa High School,70,83,aprobado,aprobado
5517,5517,5517,Cody Reilly,M,11th,Figueroa High School,74,94,aprobado,aprobado
5518,5518,5518,Tracy Walker,F,10th,Figueroa High School,64,83,reprobado,aprobado
5519,5519,5519,Jamie Hoover,F,9th,Figueroa High School,73,84,aprobado,aprobado
5520,5520,5520,Shelia Boyd,F,9th,Figueroa High School,85,92,aprobado,aprobado
5521,5521,5521,Jennifer Alvarez,F,12th,Figueroa High School,88,73,aprobado,aprobado
5522,5522,5522,Brittany Mendez,F,11th,Figueroa High School,94,69,aprobado,reprobado
5523,5523,5523,Amber Gardner,F,10th,Figueroa High School,92,63,aprobado,reprobado
5524,5524,5524,Stephanie Trevino,F,11th,Figueroa High School,98,57,aprobado,reprobado
5525,5525,5525,Ricky Brown,M,10th,Figueroa High School,76,84,aprobado,aprobado
5526,5526,5526,Kenneth Smith,M,9th,Figueroa High School,84,75,aprobado,aprobado
5527,5527,5527,Joseph Kim,M,12th,Figueroa High School,66,94,reprobado,aprobado
5528,5528,5528,Scott Ford,M,10th,Figueroa High School,67,85,reprobado,aprobado
5529,5529,5529,Joshua Cordova,M,9th,Figueroa High School,70,72,aprobado,aprobado
5530,5530,5530,Jose Larson,M,9th,Figueroa High School,85,86,aprobado,aprobado
5531,5531,5531,Ronnie Le,M,10th,Figueroa High School,88,92,aprobado,aprobado
5532,5532,5532,Keith Hicks,M,9th,Figueroa High School,83,97,aprobado,aprobado
5533,5533,5533,Wayne Brown,M,11th,Figueroa High School,96,70,aprobado,aprobado
5534,5534,5534,Melvin Leon,M,10th,Figueroa High School,70,92,aprobado,aprobado
5535,5535,5535,Traci Obrien,F,10th,Figueroa High School,68,92,reprobado,aprobado
5536,5536,5536,Martin Lee,M,9th,Figueroa High School,90,71,aprobado,aprobado
5537,5537,5537,Douglas Blake,M,9th,Figueroa High School,64,81,reprobado,aprobado
5538,5538,5538,Michele Freeman,F,12th,Figueroa High School,87,69,aprobado,reprobado
5539,5539,5539,Isaac Johnson,M,9th,Figueroa High School,90,67,aprobado,reprobado
5540,5540,5540,Charles Blevins,M,11th,Figueroa High School,83,78,aprobado,aprobado
5541,5541,5541,Brandy Suarez,F,9th,Figueroa High School,97,66,aprobado,reprobado
5542,5542,5542,Kyle Allen,M,10th,Figueroa High School,78,73,aprobado,aprobado
5543,5543,5543,Katrina Best,F,9th,Figueroa High School,96,61,aprobado,reprobado
5544,5544,5544,Ruth Cox,F,9th,Figueroa High School,80,82,aprobado,aprobado
5545,5545,5545,Melissa Stanley,F,11th,Figueroa High School,88,99,aprobado,aprobado
5546,5546,5546,Katelyn Diaz,F,11th,Figueroa High School,84,73,aprobado,aprobado
5547,5547,5547,Carol Brown,F,10th,Figueroa High School,96,84,aprobado,aprobado
5548,5548,5548,Edward Conway,M,12th,Figueroa High School,76,76,aprobado,aprobado
5549,5549,5549,Joshua Paul,M,9th,Figueroa High School,72,94,aprobado,aprobado
5550,5550,5550,Amanda Edwards,F,9th,Figueroa High School,80,75,aprobado,aprobado
5551,5551,5551,John Torres,M,9th,Figueroa High School,80,55,aprobado,reprobado
5552,5552,5552,Richard Roberts,M,10th,Figueroa High School,96,61,aprobado,reprobado
5553,5553,5553,Joseph Acevedo,M,9th,Figueroa High School,92,83,aprobado,aprobado
5554,5554,5554,Joseph Perez,M,12th,Figueroa High School,75,56,aprobado,reprobado
5555,5555,5555,Desiree Hayden,F,10th,Figueroa High School,90,97,aprobado,aprobado
5556,5556,5556,April Rogers,F,11th,Figueroa High School,89,96,aprobado,aprobado
5557,5557,5557,John Snyder,M,12th,Figueroa High School,88,70,aprobado,aprobado
5558,5558,5558,Robert Harris,M,11th,Figueroa High School,87,69,aprobado,reprobado
5559,5559,5559,Daniel Cole,M,9th,Figueroa High School,72,97,aprobado,aprobado
5560,5560,5560,Bryan Garcia,M,10th,Figueroa High School,79,57,aprobado,reprobado
5561,5561,5561,Kathleen Price,F,11th,Figueroa High School,99,83,aprobado,aprobado
5562,5562,5562,Christopher Sloan,M,12th,Figueroa High School,91,83,aprobado,aprobado
5563,5563,5563,Christopher Green,M,9th,Figueroa High School,71,89,aprobado,aprobado
5564,5564,5564,Leslie Carson,F,11th,Figueroa High School,95,75,aprobado,aprobado
5565,5565,5565,Susan Brown,F,11th,Figueroa High School,67,98,reprobado,aprobado
5566,5566,5566,Amber Macias,F,11th,Figueroa High School,81,68,aprobado,reprobado
5567,5567,5567,Emily Skinner,F,9th,Figueroa High School,70,88,aprobado,aprobado
5568,5568,5568,Juan Cruz,M,12th,Figueroa High School,87,94,aprobado,aprobado
5569,5569,5569,Kimberly Romero,F,11th,Figueroa High School,80,91,aprobado,aprobado
5570,5570,5570,Andrew Pena,M,12th,Figueroa High School,87,72,aprobado,aprobado
5571,5571,5571,Jordan Schwartz,M,11th,Figueroa High School,87,79,aprobado,aprobado
5572,5572,5572,Nicole Bautista,F,11th,Figueroa High School,63,69,reprobado,reprobado
5573,5573,5573,Rachel Miller,F,9th,Figueroa High School,76,56,aprobado,reprobado
5574,5574,5574,Gary Martin,M,12th,Figueroa High School,92,84,aprobado,aprobado
5575,5575,5575,Dawn Rivera,F,10th,Figueroa High School,90,60,aprobado,reprobado
5576,5576,5576,Frederick Edwards,M,9th,Figueroa High School,83,93,aprobado,aprobado
5577,5577,5577,Eric Green,M,11th,Figueroa High School,79,65,aprobado,reprobado
5578,5578,5578,William Wright,M,9th,Figueroa High School,75,88,aprobado,aprobado
5579,5579,5579,Jennifer Salinas,F,9th,Figueroa High School,71,56,aprobado,reprobado
5580,5580,5580,Benjamin Irwin,M,11th,Figueroa High School,99,65,aprobado,reprobado
5581,5581,5581,Alfred Durham,M,9th,Figueroa High School,85,73,aprobado,aprobado
5582,5582,5582,Kyle Pearson,M,9th,Figueroa High School,69,95,reprobado,aprobado
5583,5583,5583,Calvin Burke,M,10th,Figueroa High School,69,75,reprobado,aprobado
5584,5584,5584,Aaron Mccarthy,M,10th,Figueroa High School,70,90,aprobado,aprobado
5585,5585,5585,Angela Higgins,F,12th,Figueroa High School,80,74,aprobado,aprobado
5586,5586,5586,William Peterson,M,10th,Figueroa High School,95,65,aprobado,reprobado
5587,5587,5587,Randall Martin,M,10th,Figueroa High School,71,72,aprobado,aprobado
5588,5588,5588,Carol Chambers,F,11th,Figueroa High School,81,60,aprobado,reprobado
5589,5589,5589,Carla Tucker,F,10th,Figueroa High School,71,75,aprobado,aprobado
5590,5590,5590,Tonya Hernandez,F,12th,Figueroa High School,92,81,aprobado,aprobado
5591,5591,5591,Elizabeth Myers,F,9th,Figueroa High School,70,79,aprobado,aprobado
5592,5592,5592,Robert Norman,M,10th,Figueroa High School,90,76,aprobado,aprobado
5593,5593,5593,John Wilson,M,11th,Figueroa High School,81,55,aprobado,reprobado
5594,5594,5594,Stephen Collins,M,10th,Figueroa High School,92,56,aprobado,reprobado
5595,5595,5595,Jessica Johnson,F,9th,Figueroa High School,83,64,aprobado,reprobado
5596,5596,5596,Samantha Donaldson,F,10th,Figueroa High School,99,97,aprobado,aprobado
5597,5597,5597,Zachary Torres,M,11th,Figueroa High School,66,79,reprobado,aprobado
5598,5598,5598,Joanne Robinson,F,10th,Figueroa High School,90,83,aprobado,aprobado
5599,5599,5599,Adrian Collins,M,11th,Figueroa High School,90,75,aprobado,aprobado
5600,5600,5600,Jeremiah Esparza,M,10th,Figueroa High School,70,83,aprobado,aprobado
5601,5601,5601,Jason Mckinney,M,9th,Figueroa High School,75,57,aprobado,reprobado
5602,5602,5602,Joy Barnes,F,10th,Figueroa High School,83,88,aprobado,aprobado
5603,5603,5603,Kathleen Caldwell,F,9th,Figueroa High School,81,88,aprobado,aprobado
5604,5604,5604,Lisa Cox,F,10th,Figueroa High School,65,79,reprobado,aprobado
5605,5605,5605,Patricia Griffin,F,12th,Figueroa High School,96,71,aprobado,aprobado
5606,5606,5606,Lisa Gonzales,F,11th,Figueroa High School,94,67,aprobado,reprobado
5607,5607,5607,Lisa Dickson,F,10th,Figueroa High School,81,63,aprobado,reprobado
5608,5608,5608,Tony Casey,M,10th,Figueroa High School,78,89,aprobado,aprobado
5609,5609,5609,Elizabeth Bailey,F,11th,Figueroa High School,99,98,aprobado,aprobado
5610,5610,5610,Richard Mathews,M,10th,Figueroa High School,80,69,aprobado,reprobado
5611,5611,5611,Kelly Morales,F,11th,Figueroa High School,96,67,aprobado,reprobado
